X1,X2,Y1,Y2
490.0180062,731.2958683,-3.454143685,4.775520862
485.2424853,734.750012,-3.493075359,4.879388822
480.3630965,738.2430873,-3.532007033,4.983256782
475.3798397,741.7750943,-3.570938708,5.087124742
470.292715,745.3460331,-3.470938708,5.047124742
465.2455902,748.8169718,-3.370938708,5.007124742
460.2384655,752.1879105,-3.270938708,4.967124742
455.2713408,755.4588492,-3.170938708,4.927124742
450.344216,758.6297879,-3.070938708,4.887124742
445.4570913,761.7007266,-2.970938708,4.847124742
440.6099665,764.6716653,-2.870938708,4.807124742
435.8028418,767.542604,-2.770938708,4.767124742
431.0357171,770.3135427,-2.670938708,4.727124742
426.3085923,772.9844814,-2.570938708,4.687124742
421.6214676,775.5554201,-2.609870382,4.790992702
416.8304749,778.1652905,-2.648802056,4.894860662
411.9356142,780.8140926,-2.68773373,4.998728622
406.9368856,783.5018263,-2.726665404,5.102596582
401.834289,786.2284917,-2.765597078,5.206464542
396.6278245,788.9940888,-2.804528752,5.310332502
391.317492,791.7986175,-2.843460426,5.414200462
385.9032915,794.642078,-2.8823921,5.518068423
380.3852231,797.5244701,-2.921323774,5.621936383
374.7632867,800.4457938,-2.960255449,5.725804343
369.0374823,803.4060493,-2.999187123,5.829672303
363.20781,806.4052364,-3.038118797,5.933540263
357.2742698,809.4433552,-3.077050471,6.037408223
351.2368616,812.5204057,-3.115982145,6.141276183
345.0955854,815.6363878,-3.015982145,6.101276183
338.9943092,818.65237,-2.915982145,6.061276183
332.933033,821.5683521,-2.815982145,6.021276183
326.9117568,824.3843343,-2.715982145,5.981276183
320.9304806,827.1003164,-2.615982145,5.941276183
314.9892045,829.7162985,-2.515982145,5.901276183
309.0879283,832.2322807,-2.415982145,5.861276183
303.2266521,834.6482628,-2.315982145,5.821276183
297.4053759,836.964245,-2.215982145,5.781276183
291.6240997,839.1802271,-2.115982145,5.741276183
285.8828235,841.2962093,-2.015982145,5.701276183
280.1815474,843.3121914,-1.915982145,5.661276183
274.5202712,845.2281736,-1.815982145,5.621276183
268.898995,847.0441557,-1.715982145,5.581276183
263.3177188,848.7601378,-1.615982145,5.541276183
257.7764426,850.37612,-1.515982145,5.501276183
252.2751664,851.8921021,-1.415982145,5.461276183
246.8138903,853.3080843,-1.315982145,5.421276183
241.3926141,854.6240664,-1.215982145,5.381276183
236.0113379,855.8400486,-1.115982145,5.341276183
230.6700617,856.9560307,-1.015982145,5.301276183
225.3687855,857.9720129,-0.915982145,5.261276183
220.1075094,858.887995,-0.815982145,5.221276183
214.8862332,859.7039771,-0.715982145,5.181276183
209.704957,860.4199593,-0.615982145,5.141276183
204.5636808,861.0359414,-0.515982145,5.101276183
199.4624046,861.5519236,-0.415982145,5.061276183
194.4011284,861.9679057,-0.315982145,5.021276183
189.3798523,862.2838879,-0.215982145,4.981276183
184.3985761,862.49987,-0.115982145,4.941276183
179.4572999,862.6158522,-0.015982145,4.901276183
174.5560237,862.6318343,0.084017855,4.861276183
169.6947475,862.5478165,0.184017855,4.821276183
164.8734713,862.3637986,0.284017855,4.781276183
160.0921952,862.0797807,0.384017855,4.741276183
155.350919,861.6957629,0.484017855,4.701276183
150.6496428,861.211745,0.584017855,4.661276183
145.9883666,860.6277272,0.684017855,4.621276183
141.3670904,859.9437093,0.784017855,4.581276183
136.7858142,859.1596915,0.884017855,4.541276183
132.2445381,858.2756736,0.984017855,4.501276183
127.7432619,857.2916558,1.084017855,4.461276183
123.2819857,856.2076379,1.184017855,4.421276183
118.8607095,855.02362,1.284017855,4.381276183
114.4794333,853.7396022,1.384017855,4.341276183
110.1381571,852.3555843,1.484017855,4.301276183
105.836881,850.8715665,1.584017855,4.261276183
101.5756048,849.2875486,1.684017855,4.221276183
97.3543286,847.6035308,1.784017855,4.181276183
93.17305241,845.8195129,1.884017855,4.141276183
89.03177623,843.9354951,1.984017855,4.101276183
84.93050005,841.9514772,2.084017855,4.061276183
80.86922386,839.8674594,2.184017855,4.021276183
76.84794768,837.6834415,2.284017855,3.981276183
72.8666715,835.3994236,2.26088556,3.783674032
69.08299747,833.1385381,2.24332851,3.581870633
65.50112683,830.8952096,2.231489929,3.376063119
62.12506371,828.6637196,2.225506076,3.1664535
58.95861021,826.4382136,2.225506076,2.953248419
56.0053618,824.2127075,2.231611764,2.7366589
53.2687029,821.9810957,2.243937534,2.516900091
50.7518028,819.7371582,2.262590206,2.294190999
48.4576118,817.474568,2.287668887,2.068754229
46.38885758,815.1868991,2.319264858,1.840815704
44.54804187,812.8676342,2.35086083,1.61287718
42.93516469,810.5167734,2.382456801,1.384938656
41.55022604,808.1343166,2.414052772,1.157000132
40.3932259,805.7202638,2.445648744,0.929061608
39.4641643,803.2746151,2.477244715,0.701123084
38.76304121,800.7973704,2.508840686,0.473184559
38.28985665,798.2885297,2.540436658,0.245246035
38.04461062,795.748093,2.572032629,0.017307511
38.02730311,793.1760604,2.6036286,-0.210631013
38.23793412,790.5724318,2.635224572,-0.358569537
38.59650366,787.9372072,2.666820543,-0.506508061
39.10301172,785.2703867,2.698416514,-0.654446585
39.7574583,782.5719702,2.730012486,-0.80238511
40.55984341,779.8419577,2.761608457,-0.950323634
41.51016705,777.0803492,2.793204428,-1.098262158
42.60842921,774.2871448,2.8248004,-1.246200682
43.85462989,771.4623444,2.9248004,-1.206200682
45.06083057,768.537544,3.0248004,-1.166200682
46.22703125,765.5127436,3.1248004,-1.126200682
47.35323193,762.3879432,3.2248004,-1.086200682
48.43943262,759.1631428,3.3248004,-1.046200682
49.4856333,755.8383424,3.4248004,-1.006200682
50.49183398,752.413542,3.5248004,-0.966200682
51.45803466,748.8887416,3.6248004,-0.926200682
52.38423534,745.2639412,3.7248004,-0.886200682
53.27043603,741.5391408,3.8248004,-0.846200682
54.11663671,737.7143404,3.9248004,-0.806200682
54.92283739,733.78954,4.0248004,-0.766200682
55.68903807,729.7647396,4.1248004,-0.726200682
56.41523875,725.6399392,4.2248004,-0.686200682
57.10143944,721.4151388,4.3248004,-0.646200682
57.74764012,717.0903384,4.4248004,-0.606200682
58.3538408,712.665538,4.5248004,-0.566200682
58.92004148,708.1407376,4.6248004,-0.526200682
59.44624217,703.5159372,4.7248004,-0.486200682
59.93244285,698.7911368,4.8248004,-0.446200682
60.37864353,693.9663364,4.9248004,-0.406200682
60.78484421,689.041536,5.0248004,-0.366200682
61.15104489,684.0167356,5.1248004,-0.326200682
61.47724558,678.8919352,5.2248004,-0.286200682
61.76344626,673.6671348,5.3248004,-0.246200682
62.00964694,668.3423344,5.4248004,-0.206200682
62.21584762,662.917534,5.5248004,-0.166200682
62.3820483,657.3927336,5.6248004,-0.126200682
62.50824899,651.7679332,5.7248004,-0.086200682
62.59444967,646.0431328,5.8248004,-0.046200682
62.64065035,640.2183324,5.9248004,-0.006200682
62.64685103,634.293532,6.0248004,0.033799318
62.61305172,628.2687316,6.1248004,-0.006200682
62.6192524,622.1439312,6.2248004,0.033799318
62.58545308,615.9191308,6.3248004,-0.006200682
62.59165376,609.5943304,6.4248004,0.033799318
62.55785444,603.16953,6.5248004,-0.006200682
62.56405513,596.6447296,6.6248004,0.033799318
62.53025581,590.0199292,6.7248004,-0.006200682
62.53645649,583.2951288,6.8248004,0.033799318
62.50265717,576.4703284,6.9248004,-0.006200682
62.50885785,569.545528,7.0248004,0.033799318
62.47505854,562.5207276,7.1248004,-0.006200682
62.48125922,555.3959272,7.2248004,0.033799318
62.4474599,548.1711268,7.3248004,-0.006200682
62.45366058,540.8463264,7.4248004,0.033799318
62.41986127,533.421526,7.5248004,-0.006200682
62.42606195,525.8967256,7.6248004,0.033799318
62.39226263,518.2719252,7.7248004,-0.006200682
62.39846331,510.5471248,7.8248004,0.033799318
62.36466399,502.7223244,7.9248004,-0.006200682
62.37086468,494.797524,7.9248004,-0.006200682
62.37706536,486.8727236,7.9248004,-0.006200682
62.38326604,478.9479232,7.9248004,-0.006200682
62.38946672,471.0231228,7.9248004,-0.006200682
62.3956674,463.0983224,7.9248004,-0.006200682
62.40186809,455.173522,7.9248004,-0.006200682
62.40806877,447.2487216,7.9248004,-0.006200682
62.41426945,439.3239212,7.9248004,-0.006200682
62.42047013,431.3991208,7.9248004,-0.006200682
62.42667081,423.4743204,7.9248004,-0.006200682
62.4328715,415.54952,7.9248004,-0.006200682
62.43907218,407.6247196,7.9248004,-0.006200682
62.44527286,399.6999192,7.9248004,-0.006200682
62.45147354,391.7751188,7.9248004,-0.006200682
62.45767423,383.8503184,7.9248004,-0.006200682
62.46387491,375.925518,7.9248004,-0.006200682
62.47007559,368.0007176,7.9248004,-0.006200682
62.47627627,360.0759172,7.9248004,-0.006200682
62.48247695,352.1511168,7.9248004,-0.006200682
62.48867764,344.2263164,7.9248004,-0.006200682
62.49487832,336.301516,7.9248004,-0.006200682
62.501079,328.3767156,7.9248004,-0.006200682
62.50727968,320.4519152,7.9248004,-0.006200682
62.51348036,312.5271148,7.9248004,-0.006200682
62.51968105,304.6023144,7.9248004,-0.006200682
62.52588173,296.677514,7.9248004,-0.006200682
62.53208241,288.7527136,7.9248004,-0.006200682
62.53828309,280.8279132,7.9248004,-0.006200682
62.54448378,272.9031128,7.84504159,0.121473547
62.42301023,265.0580713,7.768452072,0.17536786
62.24764237,257.2896192,7.695246991,0.23536786
62.01227451,249.5943722,7.625637372,0.301351713
61.7109228,241.9687348,7.556027752,0.367335565
61.34358723,234.4127071,7.486418133,0.433319418
60.91026781,226.9262889,7.416808514,0.499303271
60.41096454,219.5094804,7.347198895,0.565287124
59.84567742,212.1622815,7.277589276,0.631270977
59.21440644,204.8846923,7.207979656,0.69725483
58.51715161,197.6767126,7.142172142,0.76909341
57.7480582,190.5345405,7.080368743,0.846650461
56.90140774,183.4541717,7.022766592,0.929782756
55.97162498,176.4314051,6.969557704,1.018340278
54.95328471,169.4618474,6.916348815,1.1068978
53.84638691,162.5454986,6.863139926,1.195455322
52.65093158,155.6823587,6.809931038,1.284012844
51.36691874,148.8724276,6.756722149,1.372570366
49.99434837,142.1157055,6.856722149,1.332570366
48.66177801,135.2589833,6.956722149,1.292570366
47.36920764,128.3022612,7.056722149,1.252570366
46.11663728,121.245539,7.156722149,1.212570366
44.90406691,114.0888169,7.256722149,1.172570366
43.73149655,106.8320947,7.356722149,1.132570366
42.59892618,99.47537259,7.456722149,1.092570366
41.50635581,92.01865044,7.556722149,1.052570366
40.45378545,84.46192829,7.656722149,1.012570366
39.44121508,76.80520614,7.756722149,0.972570366
38.46864472,69.04848399,7.856722149,0.932570366
-21.14816767,431.9,0,0
-21.14816767,431.9,-0.1,0.04
-21.18816767,432,-0.2,0
-21.18816767,432.2,-0.3,0.04
-21.22816767,432.5,-0.4,0
-21.22816767,432.9,-0.5,0.04
-21.26816767,433.4,-0.4,0
-21.26816767,433.8,-0.3,0.04
-21.30816767,434.1,-0.2,0
-21.30816767,434.3,-0.1,0.04
-21.34816767,434.4,-2.78E-17,0
-21.34816767,434.4,0.1,0.04
-21.38816767,434.3,-2.78E-17,0
-21.38816767,434.3,-0.1,0.04
-21.42816767,434.4,-0.2,0
-21.42816767,434.6,-0.3,0.04
-21.46816767,434.9,-0.4,0
-21.46816767,435.3,-0.5,0.04
-21.50816767,435.8,-0.4,0
-21.50816767,436.2,-0.3,0.04
-21.54816767,436.5,-0.2,0
-21.54816767,436.7,-0.1,0.04
-21.58816767,436.8,-2.78E-17,0
-21.58816767,436.8,0.1,0.04
-21.62816767,436.7,0.2,0
-21.62816767,436.5,0.3,0.04
-21.66816767,436.2,0.4,0
-21.66816767,435.8,0.5,0.04
-21.70816767,435.3,0.6,0
-21.70816767,434.7,0.7,0.04
-21.74816767,434,0.8,0
-21.74816767,433.2,0.9,0.04
-21.78816767,432.3,1,0
-21.78816767,431.3,1.1,0.04
-21.82816767,430.2,1.2,0
-21.82816767,429,1.3,0.04
-21.86816767,427.7,1.4,0
-21.86816767,426.3,1.5,0.04
-21.90816767,424.8,1.6,0
-21.90816767,423.2,1.7,0.04
-21.94816767,421.5,1.8,0
-21.94816767,419.7,1.9,0.04
-21.98816767,417.8,2,0
-21.98816767,415.8,2.1,0.04
-22.02816767,413.7,2.2,0
-22.02816767,411.5,2.3,0.04
-22.06816767,409.2,2.4,0
-22.06816767,406.8,2.5,0.04
-22.10816767,404.3,2.6,0
-22.10816767,401.7,2.523410481,-0.053894313
-22.05427336,399.1765895,2.446820963,-0.107788625
-21.94648473,396.7297686,2.370231444,-0.161682938
-21.78480179,394.3595371,2.293641926,-0.21557725
-21.56922454,392.0658952,2.217052407,-0.269471563
-21.29975298,389.8488428,2.140462889,-0.323365875
-20.97638711,387.7083799,2.06387337,-0.377260188
-20.59912692,385.6445065,1.990668289,-0.437260188
-20.16186673,383.6538382,1.92105867,-0.503244041
-19.65862269,381.7327796,1.855251155,-0.575082621
-19.08354007,379.8775284,1.793447757,-0.652639672
-18.4309004,378.0840806,1.735845606,-0.735771967
-17.69512843,376.348235,1.682636717,-0.824329489
-16.87079894,374.6655983,1.634007752,-0.91815561
-15.95264333,373.0315906,1.585378787,-1.011981731
-14.9406616,371.4462118,1.536749822,-1.105807853
-13.83485375,369.909462,1.488120857,-1.199633974
-12.63521977,368.4213411,1.439491892,-1.293460095
-11.34175968,366.9818492,1.390862927,-1.387286217
-9.95447346,365.5909863,1.342233962,-1.481112338
-8.473361123,364.2487523,1.293604997,-1.574938459
-6.898422664,362.9551473,1.393604997,-1.534938459
-5.363484204,361.5615423,1.493604997,-1.494938459
-3.868545745,360.0679373,1.593604997,-1.454938459
-2.413607286,358.4743323,1.693604997,-1.414938459
-0.998668827,356.7807273,1.793604997,-1.374938459
0.376269632,354.9871223,1.893604997,-1.334938459
1.711208091,353.0935174,1.993604997,-1.294938459
3.00614655,351.0999124,1.944976031,-1.38876458
4.39491113,349.1549363,1.896347066,-1.482590702
5.877501832,347.2585893,1.847718101,-1.576416823
7.453918655,345.4108712,1.799089136,-1.670242944
9.124161599,343.611782,1.750460171,-1.764069065
10.88823066,341.8613218,1.850460171,-1.724069065
12.61229973,340.0108617,1.950460171,-1.684069065
14.2963688,338.0604015,2.050460171,-1.644069065
15.94043786,336.0099413,2.150460171,-1.604069065
17.54450693,333.8594812,2.250460171,-1.564069065
19.10857599,331.609021,2.350460171,-1.524069065
20.63264506,329.2585608,2.450460171,-1.484069065
22.11671412,326.8081007,2.550460171,-1.444069065
23.56078319,324.2576405,2.650460171,-1.404069065
24.96485225,321.6071803,2.750460171,-1.364069065
26.32892132,318.8567201,2.850460171,-1.324069065
27.65299038,316.00626,2.950460171,-1.284069065
28.93705945,313.0557998,3.050460171,-1.244069065
30.18112852,310.0053396,3.150460171,-1.204069065
31.38519758,306.8548795,3.250460171,-1.164069065
32.54926665,303.6044193,3.350460171,-1.124069065
33.67333571,300.2539591,3.450460171,-1.084069065
34.75740478,296.8034989,3.550460171,-1.044069065
35.80147384,293.2530388,3.650460171,-1.004069065
36.80554291,289.6025786,3.750460171,-0.964069065
37.76961197,285.8521184,3.850460171,-0.924069065
38.69368104,282.0016583,3.950460171,-0.884069065
39.5777501,278.0511981,4.050460171,-0.844069065
40.42181917,274.0007379,4.150460171,-0.804069065
41.22588823,269.8502777,4.250460171,-0.764069065
41.9899573,265.5998176,4.350460171,-0.724069065
42.71402637,261.2493574,4.450460171,-0.684069065
43.39809543,256.7988972,4.550460171,-0.644069065
44.0421645,252.2484371,4.650460171,-0.604069065
44.64623356,247.5979769,4.750460171,-0.564069065
45.21030263,242.8475167,4.850460171,-0.524069065
45.73437169,237.9970565,4.950460171,-0.484069065
46.21844076,233.0465964,5.050460171,-0.444069065
46.66250982,227.9961362,4.950582006,-0.411048965
47.07355879,223.0455542,4.850582006,-0.371048965
47.44460775,218.1949722,4.75070384,-0.324069065
47.76867682,213.4442684,4.65119103,-0.270117771
48.03879459,208.7930773,4.552286651,-0.209212078
48.24800667,204.2407907,4.454233037,-0.141377458
48.38938413,199.7865576,4.357271487,-0.066647822
48.45603195,195.4292861,4.261641967,0.014934516
48.44109743,191.1676442,4.167582821,0.023318895
48.41777854,187.0000614,4.075330482,0.038446366
48.37933217,182.9247309,3.985119179,0.060249765
48.31908241,178.9396117,3.897180655,0.088653794
48.23042861,175.042431,3.811743884,0.123575112
48.1068535,171.2306872,3.729034792,0.164922441
47.94193106,167.5016524,3.646325701,0.20626977
47.73566129,163.8553267,3.563616609,0.247617098
47.48804419,160.2917101,3.480907518,0.288964427
47.19907976,156.8108025,3.398198426,0.330311755
46.86876801,153.4126041,3.498198426,0.290311755
46.57845625,149.9144057,3.598198426,0.250311755
46.3281445,146.3162073,3.698198426,0.210311755
46.11783274,142.6180088,3.798198426,0.170311755
45.94752099,138.8198104,3.898198426,0.130311755
45.81720923,134.921612,3.998198426,0.090311755
45.72689748,130.9234136,4.098198426,0.050311755
45.67658572,126.8252151,4.198198426,0.010311755
45.66627397,122.6270167,4.298198426,-0.029688245
45.69596221,118.3288183,4.398198426,0.010311755
45.68565045,113.9306199,4.498198426,-0.029688245
45.7153387,109.4324214,4.598198426,0.010311755
45.70502694,104.834223,4.698198426,-0.029688245
45.73471519,100.1360246,4.798198426,0.010311755
45.72440343,95.33782615,4.898198426,-0.029688245
45.75409168,90.43962772,4.998198426,0.010311755
45.74377992,85.44142929,5.098198426,-0.029688245
45.77346817,80.34323087,5.198198426,0.010311755
45.76315641,75.14503244,5.298198426,-0.029688245
45.79284466,69.84683402,5.398198426,0.010311755
685.3448907,431.9,0,0
685.3448907,431.9,-0.1,0.04
685.3048907,432,-0.2,0
685.3048907,432.2,-0.3,0.04
685.2648907,432.5,-0.4,0
685.2648907,432.9,-0.5,0.04
685.2248907,433.4,-0.6,0
685.2248907,434,-0.7,0.04
685.1848907,434.7,-0.8,0
685.1848907,435.5,-0.9,0.04
685.1448907,436.4,-1,0
685.1448907,437.4,-1.1,0.04
685.1048907,438.5,-1.2,0
685.1048907,439.7,-1.299878165,0.046979899
685.0579108,440.9998782,-1.399390975,0.020931194
685.0369796,442.3992691,-1.498295355,0.001836887
685.0351427,443.8975645,-1.596348968,-0.010328493
685.0454712,445.4939135,-1.693310519,0.064401142
684.9810701,447.187224,-1.788940039,0.065983481
684.9150866,448.976164,-1.882999184,0.07436786
684.8407187,450.8591632,-1.975251523,0.089495331
684.7512234,452.8344147,-2.065462827,0.11129873
684.6399247,454.8998776,-2.153401351,0.139702758
684.5002219,457.0532789,-2.238838122,0.174624077
684.3255978,459.292117,-2.321547213,0.215971406
684.1096264,461.6136642,-2.404256305,0.257318734
683.8523077,464.0179205,-2.486965396,0.298666063
683.5536416,466.5048859,-2.569674488,0.340013392
683.2136282,469.0745604,-2.652383579,0.38136072
682.8322675,471.726944,-2.735092671,0.422708049
682.4095595,474.4620367,-2.817801762,0.464055377
681.9455041,477.2798384,-2.900510854,0.505402706
681.4401014,480.1803493,-2.983219946,0.546750035
680.8933514,483.1635692,-3.062978755,0.594424264
680.2989271,486.226548,-3.139568273,0.648318577
679.6506085,489.3661163,-3.212773354,0.708318577
678.9422899,492.5788896,-3.282382973,0.774302429
678.1679875,495.8612726,-3.348190488,0.84614101
677.3218465,499.2094631,-3.409993887,0.923698061
676.3981484,502.619457,-3.467596037,1.006830356
675.3913181,506.087053,-3.525198188,1.089962651
674.3013554,509.6122512,-3.582800339,1.173094946
673.1282605,513.1950515,-3.64040249,1.256227241
671.8720332,516.835454,-3.69800464,1.339359536
670.5326737,520.5334587,-3.755606791,1.422491831
669.1101819,524.2890655,-3.813208942,1.505624126
667.6045578,528.1022744,-3.870811093,1.588756421
666.0158013,531.9730855,-3.924019981,1.677313943
664.3384874,535.8971055,-3.972648946,1.771140064
662.5673473,539.8697544,-4.016516906,1.870071738
660.6972756,543.8862713,-4.05544858,1.973939698
658.7233359,547.9417199,-4.094380255,2.077807659
656.6455282,552.0361002,-4.133311929,2.181675619
654.4638526,556.1694121,-4.172243603,2.285543579
652.178309,560.3416557,-4.211175277,2.389411539
649.7888975,564.552831,-4.250106951,2.493279499
647.295618,568.8029379,-4.289038625,2.597147459
644.6984705,573.0919765,-4.327970299,2.701015419
641.9974551,577.4199468,-4.366901973,2.804883379
639.1925717,581.7868488,-4.405833647,2.908751339
636.2838204,586.1926825,-4.444765321,3.012619299
633.2712011,590.6374478,-4.478591443,3.121248264
630.1499528,595.1160392,-4.507148965,3.234457153
626.9154957,599.6231882,-4.53028126,3.352059304
623.5634364,604.1534695,-4.54783831,3.473862702
620.0895737,608.7013078,-4.559676891,3.599670217
616.4899035,613.2609847,-4.565660744,3.729279836
612.7606236,617.8266454,-4.571644596,3.858889455
608.9017342,622.39829,-4.577628449,3.988499075
604.9132351,626.9759184,-4.583612302,4.118108694
600.7951264,631.5595307,-4.589596155,4.247718313
596.5474081,636.1491269,-4.595580008,4.377327932
592.1700802,640.7447069,-4.601563861,4.506937552
587.6631426,645.3462708,-4.607547714,4.636547171
583.0265954,649.9538185,-4.613531566,4.76615679
578.2604386,654.56735,-4.619515419,4.895766409
573.3646722,659.1868655,-4.625499272,5.025376029
568.3392962,663.8123647,-4.631483125,5.154985648
563.1843106,668.4438479,-4.637466978,5.284595267
557.8997153,673.0813148,-4.643450831,5.414204886
552.4855104,677.7247657,-4.649434683,5.543814505
546.9416959,682.3742004,-4.655418536,5.673424125
541.2682718,687.0296189,-4.661402389,5.803033744
535.465238,691.6910213,-4.561402389,5.763033744
529.7022043,696.2524237,-4.461402389,5.723033744
523.9791705,700.7138261,-4.361402389,5.683033744
518.2961368,705.0752285,-4.261402389,5.643033744
512.6531031,709.3366308,-4.161402389,5.603033744
507.0500693,713.4980332,-4.061402389,5.563033744
501.4870356,717.5594356,-3.961402389,5.523033744
495.9640018,721.520838,-3.861402389,5.483033744
490.4809681,725.3822404,-3.761402389,5.443033744
485.0379343,729.1436428,-3.661402389,5.403033744
479.6349006,732.8050452,-3.561402389,5.363033744
474.2718668,736.3664476,-3.461402389,5.323033744
